CheckingStatus;LoanDuration;CreditHistory;LoanPurpose;LoanAmount;ExistingSavings;EmploymentDuration;InstallmentPercent;Sex;OthersOnLoan;CurrentResidenceDuration;OwnsProperty;Age;InstallmentPlans;Housing;ExistingCreditsCount;Job;Dependents;Telephone;ForeignWorker;Risk
0_to_200;٢٨;credits_paid_to_date;car_used;٢٥٠;greater_1000;less_1;٢;male;none;٢;real_estate;٣٢;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٩;credits_paid_to_date;car_used;٥٠١١;100_to_500;1_to_4;٣;male;none;٤;car_other;٤٠;none;own;١;skilled;١;yes;yes;No Risk
less_0;٤;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;١;male;none;٢;real_estate;٢٠;none;rent;١;skilled;١;none;yes;No Risk
0_to_200;٢٩;credits_paid_to_date;car_used;٣٣٦٨;less_100;4_to_7;٤;female;none;٢;car_other;٤٧;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٩;all_credits_paid_back;furniture;٢٥٠;less_100;1_to_4;٢;female;none;٢;real_estate;٣٧;none;own;١;skilled;١;none;yes;No Risk
less_0;١٠;all_credits_paid_back;car_new;٣٢٣٧;less_100;less_1;٣;female;none;٣;real_estate;٣٢;none;own;٢;skilled;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;radio_tv;٩٥٠;less_100;less_1;٢;male;none;٢;real_estate;٢٢;bank;rent;١;unskilled;١;none;yes;No Risk
0_to_200;١٦;prior_payments_delayed;car_new;٢٣٢٤;100_to_500;less_1;٣;female;none;٢;real_estate;٣٢;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٩;prior_payments_delayed;car_used;١٦٩٠;500_to_1000;greater_7;٤;female;none;٢;car_other;٤٨;none;free;٢;skilled;١;yes;yes;No Risk
no_checking;٣٧;outstanding_credit;repairs;٦٧٢٢;greater_1000;greater_7;٥;female;none;٥;unknown;٥٧;none;free;٢;skilled;٢;yes;yes;Risk
greater_200;١٩;credits_paid_to_date;repairs;٤٠٢;less_100;less_1;٢;female;none;٣;real_estate;٢٤;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٨;prior_payments_delayed;car_used;٦٨٦٠;100_to_500;1_to_4;٤;male;none;٣;savings_insurance;٤٠;none;own;٢;management_self-employed;١;yes;yes;No Risk
less_0;٩;all_credits_paid_back;car_new;١٠٧١;100_to_500;4_to_7;٣;male;none;٢;savings_insurance;٢٤;none;own;١;skilled;١;none;yes;No Risk
less_0;١٥;credits_paid_to_date;retraining;٢٧٢٨;100_to_500;1_to_4;٣;female;none;٣;savings_insurance;٣٥;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٢;credits_paid_to_date;radio_tv;٤٧٤٤;less_100;1_to_4;٣;male;none;٣;savings_insurance;٢٣;none;free;١;skilled;١;none;yes;No Risk
less_0;٩;all_credits_paid_back;car_new;٩٧٧;less_100;less_1;١;female;none;٢;savings_insurance;٢٥;stores;own;١;skilled;١;yes;yes;Risk
no_checking;٣٠;prior_payments_delayed;education;٦٢٦٨;unknown;1_to_4;٤;female;none;٣;savings_insurance;٣٤;none;own;٢;skilled;٢;yes;yes;Risk
less_0;١١;prior_payments_delayed;car_new;١٩٢٨;less_100;unemployed;١;female;none;٢;car_other;٢٣;none;own;١;skilled;١;none;yes;Risk
no_checking;٣٠;outstanding_credit;other;٨٣٧٨;greater_1000;greater_7;٥;male;none;٤;unknown;٣٦;none;free;٣;skilled;٢;yes;yes;Risk
0_to_200;٢٠;credits_paid_to_date;car_new;٢٩٠٣;less_100;1_to_4;٢;female;none;٣;real_estate;٣٠;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٢١;outstanding_credit;radio_tv;٦٤٧٤;unknown;greater_7;٥;female;none;٥;car_other;٤٦;none;own;٢;management_self-employed;٢;none;yes;Risk
less_0;١١;prior_payments_delayed;car_new;١٢١٦;less_100;4_to_7;٢;male;none;٢;savings_insurance;٤٢;none;own;٢;skilled;١;yes;yes;No Risk
0_to_200;٥;prior_payments_delayed;furniture;١٢٨٥;500_to_1000;4_to_7;٢;male;none;٢;car_other;٤٣;bank;rent;١;unemployed;١;yes;yes;Risk
no_checking;٥٢;outstanding_credit;appliances;٦٥١٩;greater_1000;4_to_7;٣;male;co-applicant;٤;car_other;٤٦;none;own;٢;skilled;١;yes;yes;Risk
no_checking;٥٠;outstanding_credit;retraining;٨٦٩٨;500_to_1000;greater_7;٤;male;guarantor;٥;unknown;٤٩;none;free;٢;unskilled;١;yes;yes;Risk
less_0;١٠;all_credits_paid_back;car_new;٢٣٢٨;100_to_500;4_to_7;٢;female;none;٢;real_estate;٣٣;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٤٢;outstanding_credit;repairs;٥٦٠٦;greater_1000;4_to_7;٥;male;none;٥;car_other;٤١;none;own;٢;skilled;١;yes;yes;No Risk
no_checking;٣٢;prior_payments_delayed;car_used;٨٨٢١;100_to_500;4_to_7;٥;male;co-applicant;٣;unknown;٤٣;none;free;٢;management_self-employed;١;yes;yes;Risk
0_to_200;١١;credits_paid_to_date;car_used;١١٣٩;500_to_1000;4_to_7;٣;male;none;٢;savings_insurance;٢٥;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٦;outstanding_credit;appliances;٥١٨٧;500_to_1000;greater_7;٥;male;none;٥;unknown;٥٣;none;own;١;management_self-employed;١;yes;yes;Risk
0_to_200;٤;all_credits_paid_back;furniture;٢٥٠;less_100;less_1;٢;male;none;٢;real_estate;٢٢;none;rent;١;management_self-employed;١;none;yes;No Risk
no_checking;٣٦;prior_payments_delayed;other;٥٨٥٨;500_to_1000;greater_7;٤;male;co-applicant;٢;car_other;٤٤;bank;own;١;unskilled;١;none;yes;No Risk
0_to_200;٤;no_credits;car_new;١٦٣٧;100_to_500;less_1;١;female;none;٢;savings_insurance;٢٨;none;own;٢;skilled;١;none;yes;No Risk
no_checking;٣٢;prior_payments_delayed;appliances;٦٩٩٠;unknown;4_to_7;٥;male;none;٥;unknown;٤٤;none;own;٢;skilled;٢;yes;yes;No Risk
less_0;١١;all_credits_paid_back;car_new;٥٦١;less_100;1_to_4;٢;female;none;٢;real_estate;٢٣;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٦;prior_payments_delayed;appliances;٤٩٨٤;500_to_1000;4_to_7;٣;female;none;٤;savings_insurance;٥١;none;free;٢;management_self-employed;١;yes;yes;Risk
no_checking;١٥;prior_payments_delayed;furniture;٤٢٧٤;100_to_500;greater_7;٤;male;none;٥;car_other;٤٠;stores;own;٢;unskilled;١;yes;no;Risk
no_checking;٢٥;prior_payments_delayed;radio_tv;٤٧١٥;100_to_500;1_to_4;٤;male;none;٣;savings_insurance;٣٨;none;own;١;management_self-employed;٢;none;no;No Risk
0_to_200;٢٤;credits_paid_to_date;retraining;٢٥٠;less_100;less_1;٢;female;none;٣;real_estate;١٩;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٢;prior_payments_delayed;business;٦٩٦٦;100_to_500;greater_7;٤;female;none;٢;car_other;٤٣;none;free;٣;skilled;١;none;yes;Risk
no_checking;٢٦;prior_payments_delayed;business;٤٤٤٠;100_to_500;1_to_4;٤;male;none;٣;savings_insurance;٣٠;none;free;١;management_self-employed;٢;yes;yes;No Risk
0_to_200;٢٣;credits_paid_to_date;car_new;٤٣٢٣;less_100;1_to_4;٣;female;none;٣;real_estate;٤٠;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٧;all_credits_paid_back;car_new;١٧٣٢;less_100;less_1;٢;female;none;٣;savings_insurance;٢٥;bank;rent;١;unskilled;١;none;yes;No Risk
less_0;٣٥;prior_payments_delayed;radio_tv;٣٨٧٥;greater_1000;4_to_7;٢;male;none;٢;unknown;٣٧;stores;own;٢;unskilled;١;none;yes;No Risk
no_checking;١٨;prior_payments_delayed;radio_tv;٥١٧٢;100_to_500;greater_7;٤;female;none;٣;car_other;٤٣;stores;free;٢;unskilled;٢;yes;yes;Risk
no_checking;٢٥;outstanding_credit;furniture;٦٩٢٨;500_to_1000;4_to_7;٤;male;none;٤;car_other;٤٣;none;free;٢;management_self-employed;١;yes;yes;No Risk
less_0;١٥;prior_payments_delayed;car_new;٥٩٣;less_100;4_to_7;٣;male;none;٣;car_other;٣١;none;own;١;skilled;١;yes;yes;No Risk
less_0;١٢;all_credits_paid_back;appliances;٣٧٩٦;100_to_500;4_to_7;٣;female;none;٢;car_other;٣٥;bank;rent;٢;unemployed;١;yes;yes;No Risk
0_to_200;٢٠;prior_payments_delayed;car_used;١٣٨٩;100_to_500;greater_7;٤;male;none;٤;car_other;٣٣;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;١٧;credits_paid_to_date;car_used;٥٧٧٢;less_100;4_to_7;٢;male;none;٣;car_other;٣١;stores;own;١;skilled;١;yes;yes;Risk
greater_200;٣٠;prior_payments_delayed;business;٤٠٤٠;100_to_500;4_to_7;٣;male;co-applicant;٤;unknown;٢٦;none;own;١;skilled;١;none;yes;No Risk
0_to_200;١٥;prior_payments_delayed;retraining;٣٠٤٤;500_to_1000;1_to_4;٣;male;none;٣;savings_insurance;٣٤;none;own;١;management_self-employed;١;yes;yes;No Risk
no_checking;١٩;outstanding_credit;business;٤٤٢٩;500_to_1000;greater_7;٣;male;none;٤;car_other;٣٩;none;own;١;management_self-employed;١;none;yes;Risk
greater_200;٢٠;credits_paid_to_date;car_new;٣٢٣٧;greater_1000;1_to_4;٢;male;none;٤;savings_insurance;٥١;none;own;٢;skilled;١;none;yes;Risk
no_checking;١٧;credits_paid_to_date;car_new;٣٣٤٧;100_to_500;4_to_7;٣;female;none;٤;car_other;٣١;none;own;١;skilled;٢;none;yes;Risk
less_0;٩;no_credits;car_used;٣٢٧١;less_100;1_to_4;٣;female;none;٢;savings_insurance;٤٧;none;own;١;skilled;١;none;yes;No Risk
no_checking;٤٤;prior_payments_delayed;repairs;٨٠٧٠;500_to_1000;4_to_7;٥;male;co-applicant;٤;car_other;٢٨;none;free;٢;skilled;١;none;yes;No Risk
0_to_200;١٧;credits_paid_to_date;furniture;١٧٧٣;100_to_500;1_to_4;٢;female;none;٣;savings_insurance;٣٠;stores;own;٢;skilled;١;none;yes;Risk
0_to_200;٢٢;credits_paid_to_date;radio_tv;٢٣٧١;less_100;1_to_4;٣;male;none;٣;car_other;٢٩;none;own;٢;skilled;١;yes;yes;No Risk
no_checking;٢٦;prior_payments_delayed;radio_tv;٥٢٩٩;100_to_500;greater_7;٣;female;none;٤;car_other;٤٣;none;own;١;management_self-employed;١;none;yes;Risk
0_to_200;٢٩;credits_paid_to_date;radio_tv;٤١٠٢;100_to_500;4_to_7;٣;male;none;٢;savings_insurance;٣٨;none;own;٢;skilled;١;none;no;Risk
0_to_200;١٤;credits_paid_to_date;furniture;٣٤٧٢;less_100;less_1;٢;male;none;٢;car_other;٣٠;none;own;١;skilled;١;yes;yes;Risk
no_checking;١٥;all_credits_paid_back;furniture;٢٨١١;500_to_1000;less_1;٢;male;none;٢;savings_insurance;٤٠;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٨;prior_payments_delayed;other;٨٦٠٧;unknown;1_to_4;٥;male;none;٥;savings_insurance;٥٣;none;own;٣;skilled;٢;yes;yes;No Risk
no_checking;٣١;prior_payments_delayed;car_used;٥٦٢٩;100_to_500;greater_7;٥;male;none;٥;car_other;٤٧;none;free;٢;skilled;١;yes;yes;Risk
less_0;٢٩;outstanding_credit;radio_tv;١٧٥١;100_to_500;1_to_4;٣;male;none;٣;savings_insurance;٣٢;none;own;٢;skilled;١;none;yes;No Risk
greater_200;٢٠;outstanding_credit;radio_tv;٣٩١٧;100_to_500;1_to_4;٤;female;none;٢;savings_insurance;٣١;bank;rent;١;unskilled;١;yes;yes;Risk
less_0;٨;all_credits_paid_back;car_used;٢٥٠;100_to_500;unemployed;٢;female;none;٢;savings_insurance;١٩;bank;rent;١;unemployed;١;none;yes;No Risk
less_0;٢٨;credits_paid_to_date;furniture;٧١٣;greater_1000;4_to_7;٢;female;none;١;savings_insurance;٢٧;stores;own;١;unskilled;١;none;yes;No Risk
no_checking;٣٢;outstanding_credit;furniture;٧٥١٨;500_to_1000;greater_7;٥;male;co-applicant;٣;car_other;٥٣;none;free;٢;skilled;٢;yes;yes;Risk
greater_200;١٣;credits_paid_to_date;car_new;٣١٨٧;less_100;less_1;١;female;none;٢;real_estate;٣٣;none;rent;١;skilled;١;none;yes;Risk
less_0;٨;all_credits_paid_back;car_new;٢٨٧٦;less_100;unemployed;١;female;none;١;savings_insurance;٣٢;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;١٣;all_credits_paid_back;furniture;٥٣٥٤;less_100;unemployed;٣;female;none;١;car_other;٣٤;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٣;prior_payments_delayed;repairs;٦١٠٣;greater_1000;4_to_7;٤;male;none;٤;unknown;٣٦;stores;own;٢;unskilled;١;none;yes;Risk
no_checking;٢٢;credits_paid_to_date;radio_tv;١١٣١;100_to_500;1_to_4;٢;male;none;٣;car_other;٣١;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٢٨;outstanding_credit;appliances;٦٢٢٧;500_to_1000;4_to_7;٤;male;none;٤;unknown;٤٤;none;own;١;skilled;١;none;yes;Risk
0_to_200;٧;prior_payments_delayed;vacation;١٥٣٤;500_to_1000;1_to_4;١;male;none;١;real_estate;٢١;none;own;١;skilled;١;yes;yes;No Risk
0_to_200;١٤;all_credits_paid_back;car_used;١١٣٤;less_100;1_to_4;٢;female;none;٣;car_other;٣٢;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٢٠;outstanding_credit;furniture;٦٣٠١;unknown;4_to_7;٤;female;none;٥;unknown;٤٩;none;own;٢;skilled;٢;yes;no;Risk
no_checking;٣١;prior_payments_delayed;car_used;٧٣٦١;100_to_500;4_to_7;٤;female;none;٥;car_other;٤٢;none;own;٢;management_self-employed;٢;yes;yes;Risk
0_to_200;٤;credits_paid_to_date;education;٢٥٠;less_100;less_1;٢;female;none;٣;real_estate;٢٨;stores;rent;١;unskilled;٢;none;yes;No Risk
no_checking;٢٦;prior_payments_delayed;radio_tv;٤١٨٢;100_to_500;1_to_4;٤;male;none;٤;real_estate;٣٤;none;own;٢;management_self-employed;١;none;yes;No Risk
less_0;٥;prior_payments_delayed;car_used;٢٥٠;less_100;less_1;١;female;none;٢;real_estate;٢١;none;rent;١;skilled;١;none;yes;No Risk
0_to_200;٢٣;credits_paid_to_date;retraining;٢٩٣٠;less_100;1_to_4;٣;male;none;٣;real_estate;٣٠;none;rent;١;management_self-employed;١;none;yes;No Risk
no_checking;٢٦;outstanding_credit;radio_tv;٢٦٩٩;500_to_1000;greater_7;٤;male;guarantor;٤;car_other;٤٧;bank;own;٢;unemployed;١;yes;yes;Risk
no_checking;٤٠;prior_payments_delayed;appliances;٥٥٦٧;500_to_1000;4_to_7;٤;male;none;٣;car_other;٣٩;stores;free;٢;unskilled;٢;yes;yes;No Risk
0_to_200;١٦;prior_payments_delayed;furniture;٢٥٠;500_to_1000;4_to_7;٣;female;none;١;savings_insurance;٣٢;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٣٧;prior_payments_delayed;appliances;٧٦٢٣;500_to_1000;4_to_7;٤;male;co-applicant;٤;savings_insurance;٣٩;none;own;٢;management_self-employed;١;none;yes;Risk
no_checking;١٨;credits_paid_to_date;repairs;٤٢٥٦;100_to_500;less_1;٣;male;none;٤;real_estate;٣١;none;own;٢;management_self-employed;١;none;yes;No Risk
no_checking;٤٢;prior_payments_delayed;retraining;٧٧١١;unknown;greater_7;٤;male;co-applicant;٥;unknown;٥٤;none;own;٢;skilled;٢;yes;yes;Risk
less_0;٤;credits_paid_to_date;car_new;٢٥٠;less_100;less_1;٢;female;none;٢;real_estate;١٩;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٥;outstanding_credit;car_used;٤٨٨٧;greater_1000;greater_7;٤;female;none;٤;unknown;٥٥;none;own;٢;skilled;٢;yes;yes;Risk
less_0;٤;credits_paid_to_date;car_used;٢٥٠;less_100;1_to_4;١;male;none;٢;savings_insurance;٢٦;stores;rent;١;unskilled;١;none;yes;No Risk
0_to_200;٢٩;credits_paid_to_date;education;٣٤٥٨;less_100;less_1;٢;male;none;٢;car_other;٤٥;stores;rent;١;skilled;١;none;yes;Risk
less_0;٤;credits_paid_to_date;car_new;١٤٠٥;less_100;1_to_4;٢;female;none;٣;savings_insurance;١٩;none;own;١;skilled;١;none;yes;Risk
less_0;١٥;credits_paid_to_date;vacation;١٣٨٣;less_100;4_to_7;٣;female;none;١;car_other;٣٤;stores;own;١;skilled;١;yes;yes;No Risk
less_0;٦;all_credits_paid_back;car_used;٣٢٧٩;less_100;1_to_4;٣;female;none;٣;real_estate;١٩;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٣٢;credits_paid_to_date;radio_tv;٥٠٣٨;less_100;4_to_7;٤;male;none;٤;car_other;٣٧;none;own;٣;skilled;١;none;yes;Risk
no_checking;٢٨;prior_payments_delayed;appliances;٢٨٠٨;greater_1000;greater_7;٣;female;none;٤;unknown;٥١;none;own;١;skilled;١;none;yes;Risk
less_0;١٠;all_credits_paid_back;car_new;٢٩٩;100_to_500;less_1;٢;female;none;١;savings_insurance;٢٥;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٣;outstanding_credit;radio_tv;٣٢٨١;500_to_1000;1_to_4;٤;male;none;٣;savings_insurance;٣٥;none;own;١;management_self-employed;١;yes;yes;No Risk
less_0;١٤;all_credits_paid_back;car_used;٩٧٤;100_to_500;less_1;٢;male;none;٢;real_estate;٢٥;stores;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٢;prior_payments_delayed;radio_tv;٣٣٧٨;100_to_500;greater_7;٤;female;none;٤;car_other;٥٤;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٢٨;outstanding_credit;appliances;٨٢٨١;unknown;greater_7;٤;male;co-applicant;٤;car_other;٥٢;none;own;٢;management_self-employed;٢;yes;yes;Risk
no_checking;٩;credits_paid_to_date;furniture;٧٠٨;100_to_500;1_to_4;٢;male;none;٣;car_other;٤٤;none;own;١;management_self-employed;١;none;yes;No Risk
less_0;١٢;all_credits_paid_back;car_new;٤١٤٤;less_100;less_1;٢;female;none;٣;real_estate;٢٦;none;own;١;skilled;١;yes;yes;No Risk
no_checking;١٥;credits_paid_to_date;furniture;٤٦٠٩;less_100;4_to_7;٤;male;none;٣;car_other;٥٤;stores;rent;١;unskilled;١;yes;yes;No Risk
0_to_200;١٧;credits_paid_to_date;car_used;١٨٤٢;less_100;less_1;٣;female;none;٢;savings_insurance;٤٠;bank;rent;٢;unemployed;١;yes;yes;No Risk
0_to_200;٢٢;credits_paid_to_date;furniture;٣٦٧١;100_to_500;4_to_7;٤;female;none;٢;savings_insurance;٢٣;bank;own;١;unemployed;١;none;yes;No Risk
no_checking;٤٦;outstanding_credit;appliances;٨٨٣٨;500_to_1000;4_to_7;٥;male;co-applicant;٤;unknown;٤٨;none;free;٢;skilled;٢;yes;yes;Risk
less_0;٧;no_credits;car_new;٢٥٠;less_100;unemployed;٢;female;none;١;real_estate;٢٥;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٨;prior_payments_delayed;appliances;٥٤٢٤;100_to_500;4_to_7;٤;male;none;٥;savings_insurance;٤٠;none;own;١;management_self-employed;٢;yes;yes;No Risk
less_0;٢٤;prior_payments_delayed;retraining;١٢٦٨;less_100;less_1;٣;male;none;٣;real_estate;٣٠;none;rent;١;skilled;١;none;yes;No Risk
less_0;٢٠;prior_payments_delayed;furniture;٢٧٧٠;less_100;4_to_7;٣;male;none;١;car_other;٢٩;none;rent;١;skilled;١;none;yes;Risk
no_checking;١٨;credits_paid_to_date;furniture;٣٥٣١;100_to_500;1_to_4;٤;female;none;٣;savings_insurance;٣١;none;free;١;skilled;١;yes;yes;No Risk
less_0;١٥;prior_payments_delayed;radio_tv;٦٠٩٠;500_to_1000;greater_7;٤;male;none;٣;car_other;٤٩;none;own;٢;skilled;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;١;male;none;٢;real_estate;٤٠;bank;rent;١;unskilled;١;none;yes;No Risk
less_0;٨;prior_payments_delayed;car_new;٤٤٠;less_100;less_1;٢;female;none;١;savings_insurance;٣٦;none;own;١;skilled;١;yes;yes;No Risk
0_to_200;٢٠;prior_payments_delayed;car_new;٢٥٠;100_to_500;1_to_4;٢;male;none;١;savings_insurance;٢٦;stores;own;١;unskilled;١;none;yes;No Risk
0_to_200;٢٣;outstanding_credit;radio_tv;٤٧٩٣;greater_1000;greater_7;٤;female;none;٤;unknown;٤٢;none;own;٢;skilled;١;yes;yes;Risk
no_checking;١٦;outstanding_credit;furniture;٥١٠٨;greater_1000;greater_7;٤;male;none;٤;unknown;٤٠;bank;rent;١;unskilled;١;none;yes;No Risk
no_checking;٢٨;prior_payments_delayed;repairs;٦٥٧٧;100_to_500;4_to_7;٤;female;none;٤;car_other;٤٤;none;own;١;skilled;١;none;yes;Risk
no_checking;٨;credits_paid_to_date;furniture;٦١٥٤;500_to_1000;less_1;٣;male;none;٣;savings_insurance;٢٢;none;free;١;management_self-employed;٢;yes;yes;No Risk
less_0;١٣;prior_payments_delayed;retraining;٣٧٩٧;less_100;4_to_7;٤;male;co-applicant;١;savings_insurance;٣٨;none;own;٢;skilled;١;yes;yes;Risk
less_0;٦;all_credits_paid_back;car_new;٥٧٧;less_100;1_to_4;١;female;none;١;real_estate;٢٤;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٢;outstanding_credit;other;٦٤١٢;500_to_1000;greater_7;٤;male;none;٣;car_other;٥٢;none;free;٢;skilled;١;none;yes;Risk
less_0;٩;all_credits_paid_back;car_new;٢٥٠;100_to_500;1_to_4;٢;male;co-applicant;٢;savings_insurance;٤٤;stores;own;١;skilled;١;none;yes;No Risk
0_to_200;٣٠;prior_payments_delayed;appliances;٢٦٩٩;unknown;less_1;٣;male;none;٢;real_estate;٣٥;none;own;١;skilled;١;none;yes;No Risk
0_to_200;١٧;prior_payments_delayed;car_new;٣٣٧;500_to_1000;1_to_4;٣;female;none;٣;savings_insurance;٣٦;none;own;١;skilled;١;none;yes;No Risk
0_to_200;١٥;credits_paid_to_date;car_new;٣٠٣٨;500_to_1000;4_to_7;٢;male;none;٣;car_other;٤٧;bank;rent;١;unemployed;١;none;yes;Risk
less_0;٨;all_credits_paid_back;car_new;١١٧٠;less_100;less_1;٢;male;none;٢;car_other;٢٨;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٠;prior_payments_delayed;car_used;٦٦٥٤;100_to_500;1_to_4;٣;female;co-applicant;٤;car_other;٥٣;none;free;٢;skilled;١;yes;yes;Risk
no_checking;٣٣;prior_payments_delayed;furniture;٢٠٠٨;unknown;1_to_4;٤;female;none;٢;car_other;٣٨;none;rent;٢;skilled;١;none;yes;Risk
0_to_200;٢٦;all_credits_paid_back;repairs;٢٧٢٧;500_to_1000;1_to_4;٢;female;none;٢;savings_insurance;٢٧;stores;rent;٢;unskilled;١;none;yes;No Risk
0_to_200;٢١;prior_payments_delayed;radio_tv;٤٤٠٠;greater_1000;4_to_7;٣;male;none;٤;savings_insurance;٥٥;none;own;٢;skilled;١;yes;yes;No Risk
no_checking;٣٣;prior_payments_delayed;appliances;٧٤٣٣;greater_1000;greater_7;٥;male;co-applicant;٥;unknown;٤٤;stores;own;٢;unskilled;٢;yes;no;Risk
less_0;٧;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;١;female;none;٢;real_estate;٢٢;stores;rent;١;unskilled;١;none;yes;No Risk
no_checking;٣٢;prior_payments_delayed;vacation;٥٢٩٣;100_to_500;greater_7;٤;female;none;٤;car_other;٤٢;none;free;٢;skilled;١;yes;yes;Risk
less_0;١١;all_credits_paid_back;car_new;٢٥٠;less_100;less_1;١;female;none;١;real_estate;٢٠;stores;rent;٢;unskilled;١;none;yes;No Risk
no_checking;٢٦;prior_payments_delayed;car_used;٥٢١١;unknown;greater_7;٥;male;none;٤;car_other;٥٤;none;own;٣;skilled;٢;yes;yes;Risk
less_0;٤;all_credits_paid_back;radio_tv;٢٥٠;less_100;unemployed;١;female;none;٢;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٨;outstanding_credit;appliances;٥٤٧٧;500_to_1000;greater_7;٥;male;co-applicant;٥;unknown;٦١;none;free;٢;skilled;٢;yes;yes;Risk
0_to_200;١٦;prior_payments_delayed;radio_tv;٢٨١٥;less_100;1_to_4;٢;male;none;٢;car_other;٣٥;none;own;١;skilled;١;yes;yes;No Risk
0_to_200;٣١;credits_paid_to_date;radio_tv;٣٦٢٤;100_to_500;greater_7;٢;male;none;١;unknown;٤٢;stores;own;٢;skilled;١;yes;yes;No Risk
0_to_200;٤;all_credits_paid_back;car_used;١٨٣٥;less_100;less_1;٢;male;none;٢;real_estate;٢٨;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٨;outstanding_credit;furniture;٦٢١٩;greater_1000;4_to_7;٥;male;none;٥;unknown;٥٢;none;free;٢;skilled;٢;yes;yes;Risk
less_0;٢٨;credits_paid_to_date;business;٢٩٩;100_to_500;1_to_4;٢;male;none;١;car_other;١٩;stores;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٥;outstanding_credit;car_used;٤١٨٠;100_to_500;greater_7;٤;male;guarantor;٤;savings_insurance;٥٩;none;free;٢;skilled;١;yes;yes;No Risk
no_checking;٢٥;prior_payments_delayed;car_used;٣٧٤٣;100_to_500;4_to_7;٤;male;none;٤;savings_insurance;٤٦;none;own;١;management_self-employed;٢;yes;yes;No Risk
no_checking;٣١;prior_payments_delayed;business;٦٢٣٣;500_to_1000;greater_7;٥;female;none;٤;car_other;٤٢;none;own;٢;skilled;١;yes;yes;No Risk
0_to_200;٤;all_credits_paid_back;car_new;٩٦٣;100_to_500;1_to_4;٢;female;none;٢;savings_insurance;٢٧;none;own;١;skilled;١;none;yes;No Risk
less_0;١٧;credits_paid_to_date;car_used;٢١٠٢;less_100;less_1;٣;male;co-applicant;٣;savings_insurance;٣٧;stores;own;١;unskilled;١;none;yes;No Risk
0_to_200;٢٠;credits_paid_to_date;radio_tv;٨٣٠;500_to_1000;1_to_4;٢;male;co-applicant;٢;savings_insurance;٣٠;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٣٨;prior_payments_delayed;furniture;٧١٧٦;500_to_1000;greater_7;٥;male;co-applicant;٥;savings_insurance;٥٠;none;own;٢;skilled;١;none;yes;Risk
no_checking;٢٤;all_credits_paid_back;car_new;٦٥٠;greater_1000;less_1;١;male;none;٤;savings_insurance;٢١;none;own;١;skilled;١;none;yes;No Risk
less_0;١٨;prior_payments_delayed;radio_tv;٢٦٥٣;less_100;1_to_4;٣;male;co-applicant;٢;savings_insurance;٣٧;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٢٤;prior_payments_delayed;car_used;١٦٦١;500_to_1000;4_to_7;٤;male;none;٣;real_estate;٢٤;none;own;١;management_self-employed;١;yes;yes;No Risk
no_checking;٣٠;outstanding_credit;furniture;٤٨٦٤;unknown;greater_7;٤;male;co-applicant;٥;unknown;٤٨;none;own;٢;skilled;٢;yes;yes;Risk
less_0;٧;all_credits_paid_back;car_new;٤٠٤;less_100;1_to_4;٢;female;none;٢;real_estate;٣١;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٤١;outstanding_credit;repairs;٧٧٧٩;greater_1000;greater_7;٥;male;co-applicant;٥;car_other;٥٢;none;own;٢;skilled;٢;yes;no;Risk
less_0;١١;all_credits_paid_back;furniture;٢٥٠;less_100;less_1;٢;female;none;٣;savings_insurance;٤١;none;rent;١;skilled;١;none;yes;No Risk
